Region,Fecha,Comuna,Poblacion,Poblacion_region,Nuevos_región_por_100.000,Cuarentena,Activos_Por_100.000,Activos_5_por_100.000
Arica y Parinacota,2020-05-08,Camarones,1233,252110,0.793304509936139,Sin,0,0
Arica y Parinacota,2020-05-09,Camarones,1233,252110,3.966522549680695,Sin,0,0
Arica y Parinacota,2020-04-13,General Lagos,810,252110,0,Sin,0,0
Arica y Parinacota,2020-04-14,General Lagos,810,252110,1.9832612748403475,Sin,0,0
Arica y Parinacota,2020-04-15,General Lagos,810,252110,1.586609019872278,Sin,0,0
Arica y Parinacota,2020-04-16,General Lagos,810,252110,1.9832612748403475,Sin,0,0
Arica y Parinacota,2020-04-17,General Lagos,810,252110,1.9832612748403475,Sin,0,0
Arica y Parinacota,2020-04-18,General Lagos,810,252110,3.173218039744556,Sin,0,0
Arica y Parinacota,2020-04-19,General Lagos,810,252110,1.1899567649042084,Sin,0,0
Arica y Parinacota,2020-04-20,General Lagos,810,252110,6.346436079489112,Sin,0,0
Arica y Parinacota,2020-04-21,General Lagos,810,252110,3.5698702947126257,Sin,0,0
Arica y Parinacota,2020-04-22,General Lagos,810,252110,3.966522549680695,Sin,0,0
Arica y Parinacota,2020-04-23,General Lagos,810,252110,11.899567649042085,Sin,0,0
Arica y Parinacota,2020-04-24,General Lagos,810,252110,11.502915394074016,Sin,0,0
Arica y Parinacota,2020-04-25,General Lagos,810,252110,2.379913529808417,Sin,0,0
Arica y Parinacota,2020-04-26,General Lagos,810,252110,2.7765657847764866,Sin,0,0
Arica y Parinacota,2020-04-27,General Lagos,810,252110,5.156479314584904,Sin,0,0
Arica y Parinacota,2020-04-28,General Lagos,810,252110,1.1899567649042084,Sin,0,0
Arica y Parinacota,2020-04-29,General Lagos,810,252110,1.586609019872278,Sin,0,0
Arica y Parinacota,2020-04-30,General Lagos,810,252110,2.7765657847764866,Sin,0,0
Arica y Parinacota,2020-05-01,General Lagos,810,252110,7.1397405894252515,Sin,0,0
Arica y Parinacota,2020-05-02,General Lagos,810,252110,3.966522549680695,Sin,0,0
Arica y Parinacota,2020-05-03,General Lagos,810,252110,0.3966522549680695,Sin,0,0
Arica y Parinacota,2020-05-04,General Lagos,810,252110,0,Sin,0,0
Arica y Parinacota,2020-05-05,General Lagos,810,252110,2.7765657847764866,Sin,0,0
Arica y Parinacota,2020-05-06,General Lagos,810,252110,1.1899567649042084,Sin,0,0
Arica y Parinacota,2020-05-07,General Lagos,810,252110,2.7765657847764866,Sin,0,0
Arica y Parinacota,2020-05-08,General Lagos,810,252110,0.793304509936139,Sin,0,0
Arica y Parinacota,2020-05-09,General Lagos,810,252110,3.966522549680695,Sin,0,0
Arica y Parinacota,2020-04-13,Putre,2515,252110,0,Sin,0,0
Arica y Parinacota,2020-04-14,Putre,2515,252110,1.9832612748403475,Sin,0,0
Arica y Parinacota,2020-04-15,Putre,2515,252110,1.586609019872278,Sin,0,0
Arica y Parinacota,2020-04-16,Putre,2515,252110,1.9832612748403475,Sin,0,0
Arica y Parinacota,2020-04-17,Putre,2515,252110,1.9832612748403475,Sin,0,0
Arica y Parinacota,2020-04-18,Putre,2515,252110,3.173218039744556,Sin,0,0
Arica y Parinacota,2020-04-19,Putre,2515,252110,1.1899567649042084,Sin,0,0
Arica y Parinacota,2020-04-20,Putre,2515,252110,6.346436079489112,Sin,0,0
Arica y Parinacota,2020-04-21,Putre,2515,252110,3.5698702947126257,Sin,0,0
Arica y Parinacota,2020-04-22,Putre,2515,252110,3.966522549680695,Sin,0,0
Arica y Parinacota,2020-04-23,Putre,2515,252110,11.899567649042085,Sin,0,0
Arica y Parinacota,2020-04-24,Putre,2515,252110,11.502915394074016,Sin,0,0
Arica y Parinacota,2020-04-25,Putre,2515,252110,2.379913529808417,Sin,0,0
Arica y Parinacota,2020-04-26,Putre,2515,252110,2.7765657847764866,Sin,0,0
Arica y Parinacota,2020-04-27,Putre,2515,252110,5.156479314584904,Sin,0,0
Arica y Parinacota,2020-04-28,Putre,2515,252110,1.1899567649042084,Sin,0,0
Arica y Parinacota,2020-04-29,Putre,2515,252110,1.586609019872278,Sin,0,0
Arica y Parinacota,2020-04-30,Putre,2515,252110,2.7765657847764866,Sin,0,0
Arica y Parinacota,2020-05-01,Putre,2515,252110,7.1397405894252515,Sin,0,0
Arica y Parinacota,2020-05-02,Putre,2515,252110,3.966522549680695,Sin,0,0
Arica y Parinacota,2020-05-03,Putre,2515,252110,0.3966522549680695,Sin,0,0
Arica y Parinacota,2020-05-04,Putre,2515,252110,0,Sin,0,0
Arica y Parinacota,2020-05-05,Putre,2515,252110,2.7765657847764866,Sin,0,0
Arica y Parinacota,2020-05-06,Putre,2515,252110,1.1899567649042084,Sin,0,0
Arica y Parinacota,2020-05-07,Putre,2515,252110,2.7765657847764866,Sin,0,0
Arica y Parinacota,2020-05-08,Putre,2515,252110,0.793304509936139,Sin,0,0
Arica y Parinacota,2020-05-09,Putre,2515,252110,3.966522549680695,Sin,0,0
Tarapaca,2020-04-13,Alto Hospicio,129999,382773,1.5675086800793159,Sin,6.153893491488396,7.435954635548478
Tarapaca,2020-04-14,Alto Hospicio,129999,382773,2.61251446679886,Sin,6.153893491488396,9.487252466044609
Tarapaca,2020-04-15,Alto Hospicio,129999,382773,0,Sin,6.153893491488396,11.538550296540743
Tarapaca,2020-04-16,Alto Hospicio,129999,382773,1.045005786719544,Sin,5.7692751482703715,12.307786982976792
Tarapaca,2020-04-17,Alto Hospicio,129999,382773,1.828760126759202,Sin,5.384656805052347,13.07702366941284
Tarapaca,2020-04-18,Alto Hospicio,129999,382773,2.090011573439088,Sin,7.435954635548478,13.84626035584889
Tarapaca,2020-04-19,Alto Hospicio,129999,382773,2.351263020118974,Sin,9.487252466044609,14.61549704228494
Tarapaca,2020-04-20,Alto Hospicio,129999,382773,0.7837543400396579,Sin,11.538550296540743,16.66679487278107
Tarapaca,2020-04-21,Alto Hospicio,129999,382773,2.8737659134787457,Sin,12.307786982976792,18.718092703277204
Tarapaca,2020-04-22,Alto Hospicio,129999,382773,2.61251446679886,Sin,13.07702366941284,20.769390533773336
Tarapaca,2020-04-23,Alto Hospicio,129999,382773,3.657520253518404,Sin,13.84626035584889,22.88479142147247
Tarapaca,2020-04-24,Alto Hospicio,129999,382773,1.5675086800793159,Sin,14.61549704228494,25.00019230917161
Tarapaca,2020-04-25,Alto Hospicio,129999,382773,2.351263020118974,Sin,16.66679487278107,27.115593196870748
Tarapaca,2020-04-26,Alto Hospicio,129999,382773,3.396268806838518,Sin,18.718092703277204,29.23099408456988
Tarapaca,2020-04-27,Alto Hospicio,129999,382773,2.090011573439088,Sin,20.769390533773336,39.48748323705054
Tarapaca,2020-04-28,Alto Hospicio,129999,382773,1.30625723339943,Sin,22.88479142147247,49.7439723895312
Tarapaca,2020-04-29,Alto Hospicio,129999,382773,3.657520253518404,Sin,25.00019230917161,60.00046154201186
Tarapaca,2020-04-30,Alto Hospicio,129999,382773,3.91877170019829,Sin,27.115593196870748,62.88509911614705
Tarapaca,2020-05-01,Alto Hospicio,129999,382773,0.522502893359772,Sin,29.23099408456988,65.76973669028223
Tarapaca,2020-05-02,Alto Hospicio,129999,382773,3.1350173601586317,Sin,39.48748323705054,68.65437426441741
Tarapaca,2020-05-03,Alto Hospicio,129999,382773,15.67508680079316,Sin,49.7439723895312,71.53901183855261
Tarapaca,2020-05-04,Alto Hospicio,129999,382773,6.008783273637378,Sin,60.00046154201186,71.79542406736462
Tarapaca,2020-05-05,Alto Hospicio,129999,382773,7.053789060356922,Sin,62.88509911614705,72.05183629617665
Tarapaca,2020-05-06,Alto Hospicio,129999,382773,4.441274593558062,Sin,65.76973669028223,72.30824852498866
Tarapaca,2020-05-07,Alto Hospicio,129999,382773,20.37761284103111,Sin,68.65437426441741,76.92366864360494
Tarapaca,2020-05-08,Alto Hospicio,129999,382773,10.972560760555211,Sin,71.53901183855261,81.53908876222125
Tarapaca,2020-05-09,Alto Hospicio,129999,382773,6.792537613677036,Sin,71.79542406736462,86.15450888083755
Tarapaca,2020-04-13,Camina,1375,382773,1.5675086800793159,Sin,0,0
Tarapaca,2020-04-14,Camina,1375,382773,2.61251446679886,Sin,0,0
Tarapaca,2020-04-15,Camina,1375,382773,0,Sin,0,0
Tarapaca,2020-04-16,Camina,1375,382773,1.045005786719544,Sin,0,0
Tarapaca,2020-04-17,Camina,1375,382773,1.828760126759202,Sin,0,0
Tarapaca,2020-04-18,Camina,1375,382773,2.090011573439088,Sin,0,0
Tarapaca,2020-04-19,Camina,1375,382773,2.351263020118974,Sin,0,0
Tarapaca,2020-04-20,Camina,1375,382773,0.7837543400396579,Sin,0,0
Tarapaca,2020-04-21,Camina,1375,382773,2.8737659134787457,Sin,0,0
Tarapaca,2020-04-22,Camina,1375,382773,2.61251446679886,Sin,0,0
Tarapaca,2020-04-23,Camina,1375,382773,3.657520253518404,Sin,0,0
Tarapaca,2020-04-24,Camina,1375,382773,1.5675086800793159,Sin,0,0
Tarapaca,2020-04-25,Camina,1375,382773,2.351263020118974,Sin,0,0
Tarapaca,2020-04-26,Camina,1375,382773,3.396268806838518,Sin,0,0
Tarapaca,2020-04-27,Camina,1375,382773,2.090011573439088,Sin,0,0
Tarapaca,2020-04-28,Camina,1375,382773,1.30625723339943,Sin,0,0
Tarapaca,2020-04-29,Camina,1375,382773,3.657520253518404,Sin,0,0
Tarapaca,2020-04-30,Camina,1375,382773,3.91877170019829,Sin,0,0
Tarapaca,2020-05-01,Camina,1375,382773,0.522502893359772,Sin,0,0
Tarapaca,2020-05-02,Camina,1375,382773,3.1350173601586317,Sin,0,0
Tarapaca,2020-05-03,Camina,1375,382773,15.67508680079316,Sin,0,0
Tarapaca,2020-05-04,Camina,1375,382773,6.008783273637378,Sin,0,0
Tarapaca,2020-05-05,Camina,1375,382773,7.053789060356922,Sin,0,0
Tarapaca,2020-05-06,Camina,1375,382773,4.441274593558062,Sin,0,0
Tarapaca,2020-05-07,Camina,1375,382773,20.37761284103111,Sin,0,0
Tarapaca,2020-05-08,Camina,1375,382773,10.972560760555211,Sin,0,0
Tarapaca,2020-05-09,Camina,1375,382773,6.792537613677036,Sin,0,0
Tarapaca,2020-04-13,Colchane,1583,382773,1.5675086800793159,Sin,0,0
Tarapaca,2020-04-14,Colchane,1583,382773,2.61251446679886,Sin,0,0
Tarapaca,2020-04-15,Colchane,1583,382773,0,Sin,0,0
Tarapaca,2020-04-16,Colchane,1583,382773,1.045005786719544,Sin,0,0
Tarapaca,2020-04-17,Colchane,1583,382773,1.828760126759202,Sin,0,0
Tarapaca,2020-04-18,Colchane,1583,382773,2.090011573439088,Sin,0,0
Tarapaca,2020-04-19,Colchane,1583,382773,2.351263020118974,Sin,0,0
Tarapaca,2020-04-20,Colchane,1583,382773,0.7837543400396579,Sin,0,0
Tarapaca,2020-04-21,Colchane,1583,382773,2.8737659134787457,Sin,0,0
Tarapaca,2020-04-22,Colchane,1583,382773,2.61251446679886,Sin,0,0
Tarapaca,2020-04-23,Colchane,1583,382773,3.657520253518404,Sin,0,0
Tarapaca,2020-04-24,Colchane,1583,382773,1.5675086800793159,Sin,0,0
Tarapaca,2020-04-25,Colchane,1583,382773,2.351263020118974,Sin,0,0
Tarapaca,2020-04-26,Colchane,1583,382773,3.396268806838518,Sin,0,0
Tarapaca,2020-04-27,Colchane,1583,382773,2.090011573439088,Sin,0,0
Tarapaca,2020-04-28,Colchane,1583,382773,1.30625723339943,Sin,0,0
Tarapaca,2020-04-29,Colchane,1583,382773,3.657520253518404,Sin,0,0
Tarapaca,2020-04-30,Colchane,1583,382773,3.91877170019829,Sin,0,0
Tarapaca,2020-05-01,Colchane,1583,382773,0.522502893359772,Sin,0,0
Tarapaca,2020-05-02,Colchane,1583,382773,3.1350173601586317,Sin,0,0
Tarapaca,2020-05-03,Colchane,1583,382773,15.67508680079316,Sin,0,0
Tarapaca,2020-05-04,Colchane,1583,382773,6.008783273637378,Sin,0,0
Tarapaca,2020-05-05,Colchane,1583,382773,7.053789060356922,Sin,0,0
Tarapaca,2020-05-06,Colchane,1583,382773,4.441274593558062,Sin,0,0
Tarapaca,2020-05-07,Colchane,1583,382773,20.37761284103111,Sin,0,0
Tarapaca,2020-05-08,Colchane,1583,382773,10.972560760555211,Sin,0,0
Tarapaca,2020-05-09,Colchane,1583,382773,6.792537613677036,Sin,0,0
Tarapaca,2020-04-13,Huara,3000,382773,1.5675086800793159,Sin,0,0
Tarapaca,2020-04-14,Huara,3000,382773,2.61251446679886,Sin,0,0
Tarapaca,2020-04-15,Huara,3000,382773,0,Sin,0,0
Tarapaca,2020-04-16,Huara,3000,382773,1.045005786719544,Sin,0,0
Tarapaca,2020-04-17,Huara,3000,382773,1.828760126759202,Sin,0,0
Tarapaca,2020-04-18,Huara,3000,382773,2.090011573439088,Sin,0,0
Tarapaca,2020-04-19,Huara,3000,382773,2.351263020118974,Sin,0,0
Tarapaca,2020-04-20,Huara,3000,382773,0.7837543400396579,Sin,0,0
Tarapaca,2020-04-21,Huara,3000,382773,2.8737659134787457,Sin,0,0
Tarapaca,2020-04-22,Huara,3000,382773,2.61251446679886,Sin,0,0
Tarapaca,2020-04-23,Huara,3000,382773,3.657520253518404,Sin,0,0
Tarapaca,2020-04-24,Huara,3000,382773,1.5675086800793159,Sin,0,0
Tarapaca,2020-04-25,Huara,3000,382773,2.351263020118974,Sin,0,0
Tarapaca,2020-04-26,Huara,3000,382773,3.396268806838518,Sin,0,0
Tarapaca,2020-04-27,Huara,3000,382773,2.090011573439088,Sin,0,33.333333333333336
Tarapaca,2020-04-28,Huara,3000,382773,1.30625723339943,Sin,0,66.66666666666667
Tarapaca,2020-04-29,Huara,3000,382773,3.657520253518404,Sin,0,100
Tarapaca,2020-04-30,Huara,3000,382773,3.91877170019829,Sin,0,125
Tarapaca,2020-05-01,Huara,3000,382773,0.522502893359772,Sin,0,150
Tarapaca,2020-05-02,Huara,3000,382773,3.1350173601586317,Sin,33.333333333333336,175
Tarapaca,2020-05-03,Huara,3000,382773,15.67508680079316,Sin,66.66666666666667,200
Tarapaca,2020-05-04,Huara,3000,382773,6.008783273637378,Sin,100,211.1111111111111
Tarapaca,2020-05-05,Huara,3000,382773,7.053789060356922,Sin,125,222.22222222222223
Tarapaca,2020-05-06,Huara,3000,382773,4.441274593558062,Sin,150,233.33333333333334
Tarapaca,2020-05-07,Huara,3000,382773,20.37761284103111,Sin,175,233.33333333333334
Tarapaca,2020-05-08,Huara,3000,382773,10.972560760555211,Sin,200,233.33333333333334
Tarapaca,2020-05-09,Huara,3000,382773,6.792537613677036,Sin,211.1111111111111,233.33333333333334
Tarapaca,2020-04-13,Iquique,223463,382773,1.5675086800793159,Sin,4.922515136734045,4.475013760667315
Tarapaca,2020-04-14,Iquique,223463,382773,2.61251446679886,Sin,4.251263072633948,4.475013760667315
Tarapaca,2020-04-15,Iquique,223463,382773,0,Sin,3.5800110085338512,4.475013760667315
Tarapaca,2020-04-16,Iquique,223463,382773,1.045005786719544,Sin,4.027512384600583,6.600645296984289
Tarapaca,2020-04-17,Iquique,223463,382773,1.828760126759202,Sin,4.475013760667315,8.726276833301263
Tarapaca,2020-04-18,Iquique,223463,382773,2.090011573439088,Sin,4.475013760667315,10.851908369618236
Tarapaca,2020-04-19,Iquique,223463,382773,2.351263020118974,Sin,4.475013760667315,12.97753990593521
Tarapaca,2020-04-20,Iquique,223463,382773,0.7837543400396579,Sin,4.475013760667315,14.320044034135405
Tarapaca,2020-04-21,Iquique,223463,382773,2.8737659134787457,Sin,6.600645296984289,15.6625481623356
Tarapaca,2020-04-22,Iquique,223463,382773,2.61251446679886,Sin,8.726276833301263,17.005052290535794
Tarapaca,2020-04-23,Iquique,223463,382773,3.657520253518404,Sin,10.851908369618236,17.116927634552475
Tarapaca,2020-04-24,Iquique,223463,382773,1.5675086800793159,Sin,12.97753990593521,17.22880297856916
Tarapaca,2020-04-25,Iquique,223463,382773,2.351263020118974,Sin,14.320044034135405,17.34067832258584
Tarapaca,2020-04-26,Iquique,223463,382773,3.396268806838518,Sin,15.6625481623356,17.452553666602526
Tarapaca,2020-04-27,Iquique,223463,382773,2.090011573439088,Sin,17.005052290535794,21.032564675136374
Tarapaca,2020-04-28,Iquique,223463,382773,1.30625723339943,Sin,17.116927634552475,24.61257568367023
Tarapaca,2020-04-29,Iquique,223463,382773,3.657520253518404,Sin,17.22880297856916,28.19258669220408
Tarapaca,2020-04-30,Iquique,223463,382773,3.91877170019829,Sin,17.34067832258584,40.05137315797246
Tarapaca,2020-05-01,Iquique,223463,382773,0.522502893359772,Sin,17.452553666602526,51.91015962374084
Tarapaca,2020-05-02,Iquique,223463,382773,3.1350173601586317,Sin,21.032564675136374,63.76894608950923
Tarapaca,2020-05-03,Iquique,223463,382773,15.67508680079316,Sin,24.61257568367023,75.62773255527762
Tarapaca,2020-05-04,Iquique,223463,382773,6.008783273637378,Sin,28.19258669220408,81.14691619343397
Tarapaca,2020-05-05,Iquique,223463,382773,7.053789060356922,Sin,40.05137315797246,86.66609983159032
Tarapaca,2020-05-06,Iquique,223463,382773,4.441274593558062,Sin,51.91015962374084,92.18528346974666
Tarapaca,2020-05-07,Iquique,223463,382773,20.37761284103111,Sin,63.76894608950923,101.91843839919808
Tarapaca,2020-05-08,Iquique,223463,382773,10.972560760555211,Sin,75.62773255527762,111.6515933286495
Tarapaca,2020-05-09,Iquique,223463,382773,6.792537613677036,Sin,81.14691619343397,121.38474825810088
Tarapaca,2020-04-13,Pica,5958,382773,1.5675086800793159,Sin,151.05740181268882,330.08839655365335
Tarapaca,2020-04-14,Pica,5958,382773,2.61251446679886,Sin,218.19402484055053,307.7095222110328
Tarapaca,2020-04-15,Pica,5958,382773,0,Sin,285.3306478684122,285.3306478684122
Tarapaca,2020-04-16,Pica,5958,382773,1.045005786719544,Sin,318.8989593823431,268.5464921114468
Tarapaca,2020-04-17,Pica,5958,382773,1.828760126759202,Sin,352.46727089627393,251.76233635448136
Tarapaca,2020-04-18,Pica,5958,382773,2.090011573439088,Sin,330.08839655365335,234.97818059751594
Tarapaca,2020-04-19,Pica,5958,382773,2.351263020118974,Sin,307.7095222110328,218.19402484055053
Tarapaca,2020-04-20,Pica,5958,382773,0.7837543400396579,Sin,285.3306478684122,195.81515049792992
Tarapaca,2020-04-21,Pica,5958,382773,2.8737659134787457,Sin,268.5464921114468,173.4362761553094
Tarapaca,2020-04-22,Pica,5958,382773,2.61251446679886,Sin,251.76233635448136,151.05740181268882
Tarapaca,2020-04-23,Pica,5958,382773,3.657520253518404,Sin,234.97818059751594,113.29305135951662
Tarapaca,2020-04-24,Pica,5958,382773,1.5675086800793159,Sin,218.19402484055053,75.52870090634441
Tarapaca,2020-04-25,Pica,5958,382773,2.351263020118974,Sin,195.81515049792992,37.764350453172206
Tarapaca,2020-04-26,Pica,5958,382773,3.396268806838518,Sin,173.4362761553094,0
Tarapaca,2020-04-27,Pica,5958,382773,2.090011573439088,Sin,151.05740181268882,0
Tarapaca,2020-04-28,Pica,5958,382773,1.30625723339943,Sin,113.29305135951662,0
Tarapaca,2020-04-29,Pica,5958,382773,3.657520253518404,Sin,75.52870090634441,0
Tarapaca,2020-04-30,Pica,5958,382773,3.91877170019829,Sin,37.764350453172206,12.58811681772407
Tarapaca,2020-05-01,Pica,5958,382773,0.522502893359772,Sin,0,25.17623363544814
Tarapaca,2020-05-02,Pica,5958,382773,3.1350173601586317,Sin,0,37.764350453172206
Tarapaca,2020-05-03,Pica,5958,382773,15.67508680079316,Sin,0,50.35246727089628
Tarapaca,2020-05-04,Pica,5958,382773,6.008783273637378,Sin,0,55.94718585655142
Tarapaca,2020-05-05,Pica,5958,382773,7.053789060356922,Sin,12.58811681772407,61.54190444220655
Tarapaca,2020-05-06,Pica,5958,382773,4.441274593558062,Sin,25.17623363544814,67.1366230278617
Tarapaca,2020-05-07,Pica,5958,382773,20.37761284103111,Sin,37.764350453172206,67.1366230278617
Tarapaca,2020-05-08,Pica,5958,382773,10.972560760555211,Sin,50.35246727089628,67.1366230278617
Tarapaca,2020-05-09,Pica,5958,382773,6.792537613677036,Sin,55.94718585655142,67.1366230278617
Tarapaca,2020-04-13,Pozo Almonte,17395,382773,1.5675086800793159,Sin,11.497556769186549,0
Tarapaca,2020-04-14,Pozo Almonte,17395,382773,2.61251446679886,Sin,11.497556769186549,0
Tarapaca,2020-04-15,Pozo Almonte,17395,382773,0,Sin,11.497556769186549,0
Tarapaca,2020-04-16,Pozo Almonte,17395,382773,1.045005786719544,Sin,5.748778384593274,0
Tarapaca,2020-04-17,Pozo Almonte,17395,382773,1.828760126759202,Sin,0,0
Tarapaca,2020-04-18,Pozo Almonte,17395,382773,2.090011573439088,Sin,0,0
Tarapaca,2020-04-19,Pozo Almonte,17395,382773,2.351263020118974,Sin,0,0
Tarapaca,2020-04-20,Pozo Almonte,17395,382773,0.7837543400396579,Sin,0,0
Tarapaca,2020-04-21,Pozo Almonte,17395,382773,2.8737659134787457,Sin,0,0
Tarapaca,2020-04-22,Pozo Almonte,17395,382773,2.61251446679886,Sin,0,0
Tarapaca,2020-04-23,Pozo Almonte,17395,382773,3.657520253518404,Sin,0,0
Tarapaca,2020-04-24,Pozo Almonte,17395,382773,1.5675086800793159,Sin,0,0
Tarapaca,2020-04-25,Pozo Almonte,17395,382773,2.351263020118974,Sin,0,0
Tarapaca,2020-04-26,Pozo Almonte,17395,382773,3.396268806838518,Sin,0,0
Tarapaca,2020-04-27,Pozo Almonte,17395,382773,2.090011573439088,Sin,0,1.916259461531091
Tarapaca,2020-04-28,Pozo Almonte,17395,382773,1.30625723339943,Sin,0,3.832518923062182
Tarapaca,2020-04-29,Pozo Almonte,17395,382773,3.657520253518404,Sin,0,5.748778384593274
Tarapaca,2020-04-30,Pozo Almonte,17395,382773,3.91877170019829,Sin,0,7.185972980741592
Tarapaca,2020-05-01,Pozo Almonte,17395,382773,0.522502893359772,Sin,0,8.62316757688991
Tarapaca,2020-05-02,Pozo Almonte,17395,382773,3.1350173601586317,Sin,1.916259461531091,10.060362173038229
Tarapaca,2020-05-03,Pozo Almonte,17395,382773,15.67508680079316,Sin,3.832518923062182,11.497556769186549
Tarapaca,2020-05-04,Pozo Almonte,17395,382773,6.008783273637378,Sin,5.748778384593274,13.41381623071764
Tarapaca,2020-05-05,Pozo Almonte,17395,382773,7.053789060356922,Sin,7.185972980741592,15.330075692248728
Tarapaca,2020-05-06,Pozo Almonte,17395,382773,4.441274593558062,Sin,8.62316757688991,17.24633515377982
